id,name,shipping_city_id
2937,Pengasih,210
2938,Samigaluh,210
2939,Sentolo,210
2940,Temon,210
2941,Wates,210
5779,Berbah,419
5780,Cangkringan,419
5781,Depok,419
5782,Gamping,419
5783,Godean,419
5784,Kalasan,419
5785,Minggir,419
5786,Mlati,419
5787,Moyudan,419
5788,Ngaglik,419
5789,Ngemplak,419
5790,Pakem,419
5791,Prambanan,419
5792,Seyegan,419
5793,Sleman,419
5794,Tempel,419
5795,Turi,419
6981,Danurejan,501
6982,Gedong Tengen,501
6983,Gondokusuman,501
6984,Gondomanan,501
6985,Jetis,501
6986,Kotagede,501
6987,Kraton,501
6988,Mantrijeron,501
6989,Mergangsan,501
6990,Ngampilan,501
6991,Pakualaman,501
6992,Tegalrejo,501
6993,Umbulharjo,501
6994,Wirobrajan,501
2087,Cengkareng,151
2088,Grogol Petamburan,151
2089,Kalideres,151
2090,Kebon Jeruk,151
2091,Kembangan,151
2092,Palmerah,151
2093,Taman Sari,151
2094,Tambora,151
2095,Cempaka Putih,152
2096,Gambir,152
2097,Johar Baru,152
2098,Kemayoran,152
2099,Menteng,152
2100,Sawah Besar,152
2101,Senen,152
2102,Tanah Abang,152
2103,Cilandak,153
2104,Jagakarsa,153
2105,Kebayoran Baru,153
2106,Kebayoran Lama,153
2107,Mampang Prapatan,153
2108,Pancoran,153
2109,Pasar Minggu,153
2110,Pesanggrahan,153
2111,Setia Budi,153
2112,Tebet,153
2113,Cakung,154
2114,Cipayung,154
2115,Ciracas,154
2116,Duren Sawit,154
2117,Jatinegara,154
2118,Kramat Jati,154
2119,Makasar,154
2120,Matraman,154
2121,Pasar Rebo,154
2122,Pulo Gadung,154
2123,Cilincing,155
2124,Kelapa Gading,155
2125,Koja,155
2126,Pademangan,155
2127,Penjaringan,155
2128,Tanjung Priok,155
2622,Kepulauan Seribu Selatan,189
2623,Kepulauan Seribu Utara,189
1015,Botumoita (Botumoito),77
1016,Dulupi,77
1017,Mananggu,77
1018,Paguyaman,77
1019,Paguyaman Pantai,77
1020,Tilamuta,77
1021,Wonosari,77
1199,Bone,88
1200,Bone Raya,88
1201,Bonepantai,88
1202,Botu Pingge,88
1203,Bulango Selatan,88
1204,Bulango Timur,88
1205,Bulango Ulu,88
1206,Bulango Utara,88
1207,Bulawa,88
1208,Kabila,88
1209,Kabila Bone,88
1210,Pinogu,88
1211,Suwawa,88
1212,Suwawa Selatan,88
1213,Suwawa Tengah,88
1214,Suwawa Timur,88
1215,Tapa,88
1216,Tilongkabila,88
1771,Asparaga,129
1772,Batudaa,129
1773,Batudaa Pantai,129
1774,Bilato,129
1775,Biluhu,129
1776,Boliohuto (Boliyohuto),129
1777,Bongomeme,129
1778,Dungaliyo,129
1779,Limboto,129
1780,Limboto Barat,129
1781,Mootilango,129
1782,Pulubala,129
1783,Tabongo,129
1784,Telaga,129
1785,Telaga Biru,129
1786,Telaga Jaya,129
1787,Tibawa,129
1788,Tilango,129
1789,Tolangohula,129
1790,Dumbo Raya,130
1791,Dungingi,130
1792,Hulonthalangi,130
1793,Kota Barat,130
1794,Kota Selatan,130
1795,Kota Tengah,130
1796,Kota Timur,130
1797,Kota Utara,130
1798,Sipatana,130
1799,Anggrek,131
1800,Atinggola,131
1801,Biau,131
1802,Gentuma Raya,131
1803,Kwandang,131
1804,Monano,131
1805,Ponelo Kepulauan,131
1806,Sumalata,131
1807,Sumalata Timur,131
1808,Tolinggula,131
1809,Tomolito,131
5042,Buntulia,361
5043,Dengilo,361
5044,Duhiadaa,361
5045,Lemito,361
5046,Marisa,361
5047,Paguat,361
5048,Patilanggio,361
5049,Popayato,361
5050,Popayato Barat,361
5051,Popayato Timur,361
5052,Randangan,361
5053,Taluditi (Taluduti),361
5054,Wanggarasi,361
700,Bajubang,50
701,Batin XXIV,50
702,Maro Sebo Ilir,50
703,Maro Sebo Ulu,50
704,Mersam,50
705,Muara Bulian,50
706,Muara Tembesi,50
707,Pemayung,50
1308,Bathin II Babeko,97
1309,Bathin II Pelayang,97
1310,Bathin III,97
1311,Bathin III Ulu,97
1312,Bungo Dani,97
1313,Jujuhan,97
1314,Jujuhan Ilir,97
1315,Limbur Lubuk Mengkuang,97
1316,Muko-Muko Batin VII,97
1317,Pasar Muara Bungo,97
1318,Pelepat,97
1319,Pelepat Ilir,97
1320,Rantau Pandan,97
1321,Rimbo Tengah,97
1322,Tanah Sepenggal,97
1323,Tanah Sepenggal Lintas,97
1324,Tanah Tumbuh,97
2129,Danau Teluk,156
2130,Jambi Selatan,156
2131,Jambi Timur,156
2132,Jelutung,156
2133,Kota Baru,156
2134,Pasar Jambi,156
2135,Pelayangan,156
2136,Telanaipura,156
2686,Air Hangat,194
2687,Air Hangat Barat,194
2688,Air Hangat Timur,194
2689,Batang Merangin,194
2690,Bukitkerman,194
2691,Danau Kerinci,194
2692,Depati Tujuh,194
2693,Gunung Kerinci,194
2694,Gunung Raya,194
2695,Gunung Tujuh,194
2696,Kayu Aro,194
2697,Kayu Aro Barat,194
2698,Keliling Danau,194
2699,Sitinjau Laut,194
2700,Siulak,194
2701,Siulak Mukai,194
3938,Bangko,280
3939,Bangko Barat,280
3940,Batang Masumai,280
3941,Jangkat,280
3942,Lembah Masurai,280
3943,Margo Tabir,280
3944,Muara Siau,280
3945,Nalo Tantan,280
3946,Pamenang,280
3947,Pamenang Barat,280
3948,Pamenang Selatan,280
3949,Pangkalan Jambu,280
3950,Renah Pembarap,280
3951,Renah Pemenang,280
3952,Sungai Manau,280
3953,Sungai Tenang,280
3954,Tabir,280
3955,Tabir Barat,280
3956,Tabir Ilir,280
3957,Tabir Lintas,280
3958,Tabir Selatan,280
3959,Tabir Timur,280
3960,Tabir Ulu,280
3961,Tiang Pumpung,280
4131,Bahar Selatan,293
4132,Bahar Utara,293
4133,Jambi Luar Kota,293
4134,Kumpeh,293
4135,Kumpeh Ulu,293
4136,Maro Sebo,293
4137,Mestong,293
4138,Sekernan,293
4139,Sungai Bahar,293
4140,Sungai Gelam,293
4141,Taman Rajo / Rejo,293
5433,Air Hitam,393
5434,Batang Asai,393
5435,Bathin VIII (Batin VIII),393
5436,Cermin Nan Gadang,393
5437,Limun,393
5438,Mandiangin,393
5439,Pauh,393
5440,Pelawan,393
5441,Sarolangun,393
5442,Singkut,393
6118,Hamparan Rawang,442
6119,Koto Baru,442
6120,Kumun Debai,442
6121,Pesisir Bukit,442
6122,Pondok Tinggi,442
6123,Sungai Bungkal,442
6124,Sungai Penuh,442
6125,Tanah Kampung,442
6343,Batang Asam,460
6344,Betara,460
6345,Bram Itam,460
6346,Kuala Betara,460
6347,Merlung,460
6348,Muara Papalik,460
6349,Pengabuan,460
6350,Renah Mendaluh,460
6351,Seberang Kota,460
6352,Senyerang,460
6353,Tebing Tinggi,460
6354,Tungkal Ilir,460
6355,Tungkal Ulu,460
6356,Berbak,461
6357,Dendang,461
6358,Geragai,461
6359,Kuala Jambi,461
6360,Mendahara,461
6361,Mendahara Ulu,461
6362,Muara Sabak Barat,461
6363,Muara Sabak Timur,461
6364,Nipah Panjang,461
6365,Rantau Rasau,461
6366,Sadu,461
6490,Muara Tabir,471
6491,Rimbo Bujang,471
6492,Rimbo Ilir,471
6493,Rimbo Ulu,471
6494,Serai Serumpun,471
6495,Sumay,471
6496,Tebo Ilir,471
6497,Tebo Tengah,471
6498,Tebo Ulu,471
6499,Tengah Ilir,471
6500,VII Koto,471
6501,VII Koto Ilir,471
307,Arjasari,22
308,Baleendah,22
309,Banjaran,22
310,Bojongsoang,22
311,Cangkuang,22
312,Cicalengka,22
313,Cikancung,22
314,Cilengkrang,22
315,Cileunyi,22
316,Cimaung,22
317,Cimeunyan,22
318,Ciparay,22
319,Ciwidey,22
320,Dayeuhkolot,22
321,Ibun,22
322,Katapang,22
323,Kertasari,22
324,Kutawaringin,22
325,Majalaya,22
326,Margaasih,22
327,Margahayu,22
328,Nagreg,22
329,Pacet,22
330,Pameungpeuk,22
331,Pangalengan,22
332,Paseh,22
333,Pasirjambu,22
334,Ranca Bali,22
335,Rancaekek,22
336,Solokan Jeruk,22
337,Soreang,22
338,Andir,23
339,Antapani (Cicadas),23
340,Arcamanik,23
341,Astana Anyar,23
342,Babakan Ciparay,23
343,Bandung Kidul,23
344,Bandung Kulon,23
345,Bandung Wetan,23
346,Batununggal,23
347,Bojongloa Kaler,23
348,Bojongloa Kidul,23
349,Buahbatu (Margacinta),23
350,Cibeunying Kaler,23
351,Cibeunying Kidul,23
352,Cibiru,23
353,Cicendo,23
354,Cidadap,23
355,Cinambo,23
356,Coblong,23
357,Gedebage,23
358,Kiaracondong,23
359,Lengkong,23
360,Mandalajati,23
361,Panyileukan,23
362,Rancasari,23
363,Regol,23
364,Sukajadi,23
365,Sukasari,23
366,Sumur Bandung,23
367,Ujung Berung,23
368,Batujajar,24
369,Cihampelas,24
370,Cikalong Wetan,24
371,Cililin,24
372,Cipatat,24
373,Cipeundeuy,24
374,Cipongkor,24
375,Cisarua,24
376,Gununghalu,24
377,Lembang,24
378,Ngamprah,24
379,Padalarang,24
380,Parongpong,24
381,Rongga,24
382,Saguling,24
383,Sindangkerta,24
495,Banjar,34
496,Langensari,34
497,Pataruman,34
498,Purwaharja,34
726,Babelan,54
727,Bojongmangu,54
728,Cabangbungin,54
729,Cibarusah,54
730,Cibitung,54
731,Cikarang Barat,54
732,Cikarang Pusat,54
733,Cikarang Selatan,54
734,Cikarang Timur,54
735,Cikarang Utara,54
736,Karangbahagia,54
737,Kedung Waringin,54
738,Muara Gembong,54
739,Pebayuran,54
740,Serang Baru,54
741,Setu,54
742,Sukakarya,54
743,Sukatani,54
744,Sukawangi,54
745,Tambelang,54
746,Tambun Selatan,54
747,Tambun Utara,54
748,Tarumajaya,54
749,Bantar Gebang,55
750,Bekasi Barat,55
751,Bekasi Selatan,55
752,Bekasi Timur,55
753,Bekasi Utara,55
754,Jati Sampurna,55
755,Jatiasih,55
756,Medan Satria,55
757,Mustika Jaya,55
758,Pondok Gede,55
759,Pondok Melati,55
760,Rawalumbu,55
1022,Babakan Madang,78
1023,Bojonggede,78
1024,Caringin,78
1025,Cariu,78
1026,Ciampea,78
1027,Ciawi,78
1028,Cibinong,78
1029,Cibungbulang,78
1030,Cigombong,78
1031,Cigudeg,78
1032,Cijeruk,78
1033,Cileungsi,78
1034,Ciomas,78
1035,Cisarua,78
1036,Ciseeng,78
1037,Citeureup,78
1038,Dramaga,78
1039,Gunung Putri,78
1040,Gunung Sindur,78
1041,Jasinga,78
1042,Jonggol,78
1043,Kemang,78
1044,Klapa Nunggal (Kelapa Nunggal),78
1045,Leuwiliang,78
1046,Leuwisadeng,78
1047,Megamendung,78
1048,Nanggung,78
1049,Pamijahan,78
1050,Parung,78
1051,Parung Panjang,78
1052,Ranca Bungur,78
1053,Rumpin,78
1054,Sukajaya,78
1055,Sukamakmur,78
1056,Sukaraja,78
1057,Tajurhalang,78
1058,Tamansari,78
1059,Tanjungsari,78
1060,Tenjo,78
1061,Tenjolaya,78
1062,Bogor Barat - Kota,79
1063,Bogor Selatan - Kota,79
1064,Bogor Tengah - Kota,79
1065,Bogor Timur - Kota,79
1066,Bogor Utara - Kota,79
1067,Tanah Sereal,79
1379,Banjarsari,103
1380,Baregbeg,103
1381,Ciamis,103
1382,Cidolog,103
1383,Cihaurbeuti,103
1384,Cijeungjing,103
1385,Cikoneng,103
1386,Cimaragas,103
1387,Cipaku,103
1388,Cisaga,103
1389,Jatinagara,103
1390,Kawali,103
1391,Lakbok,103
1392,Lumbung,103
1393,Pamarican,103
1394,Panawangan,103
1395,Panjalu,103
1396,Panumbangan,103
1397,Purwadadi,103
1398,Rajadesa,103
1399,Rancah,103
1400,Sadananya,103
1401,Sindangkasih,103
1402,Sukadana,103
1403,Sukamantri,103
1404,Tambaksari,103
1405,Agrabinta,104
1406,Bojongpicung,104
1407,Campaka,104
1408,Campaka Mulya,104
1409,Cianjur,104
1410,Cibeber,104
1411,Cibinong,104
1412,Cidaun,104
1413,Cijati,104
1414,Cikadu,104
1415,Cikalongkulon,104
1416,Cilaku,104
1417,Cipanas,104
1418,Ciranjang,104
1419,Cugenang,104
1420,Gekbrong,104
1421,Haurwangi,104
1422,Kadupandak,104
1423,Karangtengah,104
1424,Leles,104
1425,Mande,104
1426,Naringgul,104
1427,Pacet,104
1428,Pagelaran,104
1429,Pasirkuda,104
1430,Sindangbarang,104
1431,Sukaluyu,104
1432,Sukanagara,104
1433,Sukaresmi,104
1434,Takokak,104
1435,Tanggeung,104
1436,Warungkondang,104
1469,Cimahi Selatan,107
1470,Cimahi Tengah,107
1471,Cimahi Utara,107
1472,Arjawinangun,108
1473,Astanajapura,108
1474,Babakan,108
1475,Beber,108
1476,Ciledug,108
1477,Ciwaringin,108
1478,Depok,108
1479,Dukupuntang,108
1480,Gebang,108
1481,Gegesik,108
1482,Gempol,108
1483,Greged (Greget),108
1484,Gunung Jati (Cirebon Utara),108
1485,Jamblang,108
1486,Kaliwedi,108
1487,Kapetakan,108
1488,Karangsembung,108
1489,Karangwareng,108
1490,Kedawung,108
1491,Klangenan,108
1492,Lemahabang,108
1493,Losari,108
1494,Mundu,108
1495,Pabedilan,108
1496,Pabuaran,108
1497,Palimanan,108
1498,Pangenan,108
1499,Panguragan,108
1500,Pasaleman,108
1501,Plered,108
1502,Plumbon,108
1503,Sedong,108
1504,Sumber,108
1505,Suranenggala,108
1506,Susukan,108
1507,Susukan Lebak,108
1508,Talun (Cirebon Selatan),108
1509,Tengah Tani,108
1510,Waled,108
1511,Weru,108
1512,Harjamukti,109
1513,Kejaksan,109
1514,Kesambi,109
1515,Lemahwungkuk,109
1516,Pekalipan,109
1577,Beji,115
1578,Bojongsari,115
1579,Cilodong,115
1580,Cimanggis,115
1581,Cinere,115
1582,Cipayung,115
1583,Limo,115
1584,Pancoran Mas,115
1585,Sawangan,115
1586,Sukmajaya,115
1587,Tapos,115
1711,Banjarwangi,126
1712,Banyuresmi,126
1713,Bayongbong,126
1714,Blubur Limbangan,126
1715,Bungbulang,126
1716,Caringin,126
1717,Cibalong,126
1718,Cibatu,126
1719,Cibiuk,126
1720,Cigedug,126
1721,Cihurip,126
1722,Cikajang,126
1723,Cikelet,126
1724,Cilawu,126
1725,Cisewu,126
1726,Cisompet,126
1727,Cisurupan,126
1728,Garut Kota,126
1729,Kadungora,126
1730,Karangpawitan,126
1731,Karangtengah,126
1732,Kersamanah,126
1733,Leles,126
1734,Leuwigoong,126
1735,Malangbong,126
1736,Mekarmukti,126
1737,Pakenjeng,126
1738,Pameungpeuk,126
1739,Pamulihan,126
1740,Pangatikan,126
1741,Pasirwangi,126
1742,Peundeuy,126
1743,Samarang,126
1744,Selaawi,126
1745,Singajaya,126
1746,Sucinaraja,126
1747,Sukaresmi,126
1748,Sukawening,126
1749,Talegong,126
1750,Tarogong Kaler,126
1751,Tarogong Kidul,126
1752,Wanaraja,126
2050,Anjatan,149
2051,Arahan,149
2052,Balongan,149
2053,Bangodua,149
2054,Bongas,149
2055,Cantigi,149
2056,Cikedung,149
2057,Gabuswetan,149
2058,Gantar,149
2059,Haurgeulis,149
2060,Indramayu,149
2061,Jatibarang,149
2062,Juntinyuat,149
2063,Kandanghaur,149
2064,Karangampel,149
2065,Kedokan Bunder,149
2066,Kertasemaya,149
2067,Krangkeng,149
2068,Kroya,149
2069,Lelea,149
2070,Lohbener,149
2071,Losarang,149
2072,Pasekan,149
2073,Patrol,149
2074,Sindang,149
2075,Sliyeg,149
2076,Sukagumiwang,149
2077,Sukra,149
2078,Trisi/Terisi,149
2079,Tukdana,149
2080,Widasari,149
2378,Banyusari,171
2379,Batujaya,171
2380,Ciampel,171
2381,Cibuaya,171
2382,Cikampek,171
2383,Cilamaya Kulon,171
2384,Cilamaya Wetan,171
2385,Cilebar,171
2386,Jatisari,171
2387,Jayakerta,171
2388,Karawang Barat,171
2389,Karawang Timur,171
2390,Klari,171
2391,Kotabaru,171
2392,Kutawaluya,171
2393,Lemahabang,171
2394,Majalaya,171
2395,Pakisjaya,171
2396,Pangkalan,171
2397,Pedes,171
2398,Purwasari,171
2399,Rawamerta,171
2400,Rengasdengklok,171
2401,Talagasari,171
2402,Tegalwaru,171
2403,Telukjambe Barat,171
2404,Telukjambe Timur,171
2405,Tempuran,171
2406,Tirtajaya,171
2407,Tirtamulya,171
2942,Ciawigebang,211
2943,Cibeureum,211
2944,Cibingbin,211
2945,Cidahu,211
2946,Cigandamekar,211
2947,Cigugur,211
2948,Cilebak,211
2949,Cilimus,211
2950,Cimahi,211
2951,Ciniru,211
2952,Cipicung,211
2953,Ciwaru,211
2954,Darma,211
2955,Garawangi,211
2956,Hantara,211
2957,Jalaksana,211
2958,Japara,211
2959,Kadugede,211
2960,Kalimanggis,211
2961,Karangkancana,211
2962,Kramat Mulya,211
2963,Kuningan,211
2964,Lebakwangi,211
2965,Luragung,211
2966,Maleber,211
2967,Mandirancan,211
2968,Nusaherang,211
2969,Pancalang,211
2970,Pasawahan,211
2971,Selajambe,211
2972,Sindangagung,211
2973,Subang,211
3553,Argapura,252
3554,Banjaran,252
3555,Bantarujeg,252
3556,Cigasong,252
3557,Cikijing,252
3558,Cingambul,252
3559,Dawuan,252
3560,Jatitujuh,252
3561,Jatiwangi,252
3562,Kadipaten,252
3563,Kasokandel,252
3564,Kertajati,252
3565,Lemahsugih,252
3566,Leuwimunding,252
3567,Ligung,252
3568,Maja,252
3569,Majalengka,252
3570,Malausma,252
3571,Palasah,252
3572,Panyingkiran,252
3573,Rajagaluh,252
3574,Sindang,252
3575,Sindangwangi,252
3576,Sukahaji,252
3577,Sumberjaya,252
3578,Talaga,252
4690,Cigugur,332
4691,Cijulang,332
4692,Cimerak,332
4693,Kalipucang,332
4694,Langkaplancar,332
4695,Mangunjaya,332
4696,Padaherang,332
4697,Pangandaran,332
